id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SLC6A16	4	0.32311	0.47784	0.996802	9154	2	0.2867	0.13402	0.27958	0.999997	5303	2	0.2867
CSF2RA	4	0.32311	0.47784	0.996802	9155	1	0.91714	0.038864	0.11577	0.949466	2322	3	0.91714
ATG2A	4	0.32315	0.47788	0.996802	9156	1	0.81503	0.051285	0.1396	0.969683	2748	3	0.81503
CRIPAK	4	0.32318	0.4779	0.996802	9157	2	-0.12629	0.3307	0.51166	0.999997	9531	1	-0.12629
PACRGL	4	0.32319	0.47791	0.996802	9158	1	0.50923	0.23079	0.42466	0.999997	7939	2	0.50923
THEM6	4	0.32327	0.47799	0.996802	9159	2	-0.10144	0.21803	0.40643	0.999997	7629	2	-0.10144
RHO	4	0.32331	0.47803	0.996802	9160	1	0.89347	0.071647	0.17582	0.980018	3427	3	0.89347
TTC29	4	0.32334	0.47805	0.996802	9161	2	-0.40054	0.83289	0.84796	0.999997	15848	1	-0.40054
CCDC173	4	0.32338	0.47809	0.996802	9162	2	-0.24751	0.77911	0.81704	0.999997	15238	1	-0.24751
LANCL3	4	0.3234	0.47811	0.996802	9163	2	-0.26415	0.93043	0.9302	0.999997	17500	0	-0.26415
PRIM2	4	0.32343	0.47814	0.996802	9164	2	-0.15128	0.38217	0.55466	0.999997	10325	2	-0.15128
PLXNB3	4	0.32352	0.47823	0.996802	9165	2	-0.15852	0.60224	0.7417	0.999997	13810	1	-0.15852
ASPA	4	0.32354	0.47826	0.996802	9166	1	0.27701	0.3318	0.51258	0.999997	9547	2	0.27701
KRT84	4	0.32363	0.47834	0.996802	9167	2	-0.1386	0.17902	0.34903	0.999997	6562	2	-0.1386
SBSPON	4	0.32368	0.47839	0.996802	9168	2	-0.29876	0.73306	0.79452	0.999997	14775	1	-0.29876
POLN	4	0.32369	0.4784	0.996802	9169	1	1.47	0.018533	0.059582	0.900885	1255	3	1.47
CDK16	4	0.32377	0.47847	0.996806	9170	2	-0.28301	0.4735	0.63142	0.999997	11705	1	-0.28301
CNTNAP4	4	0.32381	0.47851	0.996806	9171	2	0.0020758	0.47791	0.63512	0.999997	11768	2	0.0020758
HAO2	4	0.32385	0.47856	0.996806	9172	1	0.104	0.25811	0.45191	0.999997	8430	2	0.104
PRRC1	4	0.32396	0.47868	0.996953	9173	1	0.027449	0.81833	0.83897	0.999997	15677	1	0.027449
KCTD11	4	0.32408	0.4788	0.997022	9174	2	0.70289	0.014605	0.047796	0.87892	1038	2	0.70289
IGF2	4	0.32416	0.47887	0.997022	9175	1	0.50954	0.1447	0.29647	0.999997	5614	3	0.50954
CLCNKB	4	0.32423	0.47896	0.997022	9176	1	0.038879	0.3422	0.52126	0.999997	9704	1	0.038879
DHRS4L1	4	0.32424	0.47896	0.997022	9177	2	-0.1432	0.12829	0.27042	0.999997	5134	1	-0.1432
TUBA8	4	0.32447	0.47919	0.997022	9178	1	0.90259	0.033052	0.10025	0.939917	2035	3	0.90259
PDZD4	4	0.32449	0.47921	0.997022	9179	2	-0.22648	0.92752	0.92729	0.999997	17436	0	-0.22648
PRPF6	4	0.3245	0.47922	0.997022	9180	2	-0.21136	0.44876	0.6106	0.999997	11323	2	-0.21136
COMMD10	4	0.32454	0.47925	0.997022	9181	2	-0.21183	0.95587	0.95579	0.999997	18055	0	-0.21183
OR2M2	4	0.32454	0.47926	0.997022	9182	2	-0.075811	0.38601	0.55783	0.999997	10376	2	-0.075811
BCL6	4	0.32466	0.47936	0.997022	9183	1	0.18856	0.45639	0.61704	0.999997	11440	2	0.18856
GNB4	4	0.32474	0.47943	0.997022	9184	2	0.15368	0.16058	0.32094	0.999997	6047	2	0.15368
PAICS	4	0.32474	0.47943	0.997022	9185	2	-0.47249	0.78995	0.8228	0.999997	15352	1	-0.47249
BBS4	4	0.32477	0.47947	0.997022	9186	1	0.48135	0.38267	0.55507	0.999997	10334	2	0.48135
TELO2	4	0.32481	0.4795	0.997022	9187	1	0.036786	0.58939	0.7305	0.999997	13597	2	0.036786
PCDHGB1	4	0.32495	0.47963	0.997022	9188	2	0.15758	0.07909	0.18875	0.988494	3642	2	0.15758
MCEMP1	4	0.32499	0.47968	0.997022	9189	2	-0.31505	0.60486	0.744	0.999997	13851	1	-0.31505
SLC25A20	4	0.32501	0.4797	0.997022	9190	2	0.11517	0.20692	0.39032	0.999997	7335	2	0.11517
TNFRSF18	4	0.3251	0.47979	0.997022	9191	2	0.1876	0.27033	0.46183	0.999997	8612	2	0.1876
DRAM2	4	0.32513	0.47982	0.997022	9192	2	-0.38627	0.8773	0.88001	0.999997	16493	1	-0.38627
RECQL4	4	0.32522	0.47991	0.997022	9193	2	-0.27416	0.73704	0.79632	0.999997	14817	1	-0.27416
TIGD1	4	0.32524	0.47993	0.997022	9194	1	0.11639	0.5281	0.67753	0.999997	12552	2	0.11639
OBP2B	4	0.32526	0.47996	0.997022	9195	2	-0.30619	0.83327	0.8482	0.999997	15854	1	-0.30619
UIMC1	4	0.3254	0.48008	0.997022	9196	2	0.20857	0.25047	0.44559	0.999997	8321	2	0.20857
ZC3H8	4	0.32547	0.48015	0.997022	9197	2	-0.13404	0.44033	0.6035	0.999997	11195	2	-0.13404
SPG11	4	0.32551	0.48018	0.997022	9198	2	-0.12701	0.16956	0.33469	0.999997	6298	1	-0.12701
REG3G	4	0.32562	0.48029	0.997022	9199	2	-0.077882	0.90247	0.9022	0.999997	16944	1	-0.077882
ALX3	4	0.3257	0.48035	0.997022	9200	1	0.067708	0.61339	0.74764	0.999997	13911	1	0.067708
SRL	4	0.32582	0.48045	0.997022	9201	1	0.59419	0.1454	0.29753	0.999997	5633	3	0.59419
EPB41	4	0.32589	0.48053	0.997022	9202	1	1.0775	0.070925	0.17455	0.97798	3409	3	1.0775
DNAJB2	4	0.32592	0.48056	0.997022	9203	2	-0.118	0.3117	0.49594	0.999997	9229	2	-0.118
PSMC4	4	0.32594	0.48058	0.997022	9204	2	-0.47316	0.28515	0.47404	0.999997	8824	1	-0.47316
GGT7	4	0.32597	0.4806	0.997022	9205	2	-0.12249	0.35038	0.52806	0.999997	9827	2	-0.12249
C11orf95	4	0.32597	0.4806	0.997022	9206	1	0.35657	0.41485	0.58205	0.999997	10812	2	0.35657
ZNF585B	4	0.32608	0.48072	0.997022	9207	2	-0.042698	0.45393	0.61494	0.999997	11398	1	-0.042698
RPF2	4	0.3261	0.48074	0.997022	9208	2	-0.55318	0.20485	0.38727	0.999997	7265	1	-0.55318
ATP5G1	4	0.32612	0.48076	0.997022	9209	2	0.21712	0.44114	0.60417	0.999997	11209	2	0.21712
FKBP15	4	0.32612	0.48076	0.997022	9210	2	-0.67448	0.86524	0.87059	0.999997	16298	1	-0.67448
BRSK1	4	0.32619	0.48083	0.997022	9211	2	0.043896	0.29301	0.48048	0.999997	8940	2	0.043896
OR10Q1	4	0.32624	0.48087	0.997022	9212	2	0.16344	0.13482	0.28087	0.999997	5333	2	0.16344
RAB3IL1	4	0.32628	0.48091	0.997022	9213	2	-0.12234	0.54011	0.68786	0.999997	12758	1	-0.12234
ZNF764	4	0.32633	0.48095	0.997022	9214	2	-0.36927	0.79243	0.82414	0.999997	15372	1	-0.36927
LOC389602	4	0.32637	0.481	0.997022	9215	2	0.3701	0.081818	0.19341	0.988494	3738	2	0.3701
CEP68	4	0.32647	0.48108	0.997022	9216	1	0.36694	0.19825	0.3776	0.999997	7085	3	0.36694
CKAP2L	4	0.32651	0.48112	0.997022	9217	2	-0.27454	0.38235	0.5548	0.999997	10328	2	-0.27454
TMEM173	4	0.32658	0.48118	0.997022	9218	2	-0.41544	0.084109	0.19735	0.989486	3801	1	-0.41544
CHODL	4	0.32666	0.48125	0.997022	9219	1	0.27184	0.22345	0.41423	0.999997	7763	2	0.27184
CHD7	4	0.32685	0.48144	0.997022	9220	2	0.068908	0.46475	0.62404	0.999997	11563	2	0.068908
B3GNT6	4	0.32686	0.48144	0.997022	9221	2	-0.31865	0.86103	0.86741	0.999997	16214	1	-0.31865
IPPK	4	0.32694	0.48153	0.997022	9222	2	-0.11277	0.55529	0.70103	0.999997	13020	2	-0.11277
MARK2	4	0.32697	0.48156	0.997022	9223	2	-0.11503	0.49895	0.6528	0.999997	12127	2	-0.11503
MICU3	4	0.32701	0.4816	0.997022	9224	1	0.38631	0.17059	0.33626	0.999997	6327	3	0.38631
IL6	4	0.32717	0.48175	0.997022	9225	2	-0.67329	0.12572	0.26624	0.999997	5060	1	-0.67329
COMT	4	0.32728	0.48185	0.997022	9226	2	-0.22632	0.94022	0.94016	0.999997	17706	0	-0.22632
OR13F1	4	0.32736	0.48192	0.997022	9227	2	-0.071591	0.52015	0.67074	0.999997	12440	2	-0.071591
IPO9	4	0.32737	0.48194	0.997022	9228	2	-0.43148	0.92057	0.92036	0.999997	17296	0	-0.43148
LONP1	4	0.32739	0.48196	0.997022	9229	2	-0.108	0.59246	0.73323	0.999997	13649	2	-0.108
CCDC153	4	0.32746	0.48202	0.997022	9230	2	-0.22497	0.38414	0.5563	0.999997	10349	1	-0.22497
ECM2	4	0.32749	0.48205	0.997022	9231	2	-0.057227	0.47441	0.63218	0.999997	11717	2	-0.057227
TAS2R38	4	0.32753	0.48209	0.997022	9232	2	-0.19262	0.15741	0.31615	0.999997	5952	2	-0.19262
ANKRD36	4	0.32755	0.48211	0.997022	9233	2	-0.26855	0.93216	0.93193	0.999997	17544	0	-0.26855
USP11	4	0.32755	0.48211	0.997022	9234	2	-0.50332	0.47609	0.63362	0.999997	11743	2	-0.50332
C1QTNF5	4	0.32763	0.48217	0.997022	9235	1	0.13274	0.91052	0.91029	0.999997	17091	0	0.13274
SAC3D1	4	0.32766	0.48221	0.997022	9236	1	0.031984	0.083381	0.19612	0.989486	3785	1	0.031984
ADGRG5	4	0.32767	0.48221	0.997022	9237	2	-0.29128	0.66728	0.76712	0.999997	14273	1	-0.29128
NPIPA3	4	0.3277	0.48224	0.997022	9238	1	1.4214	0.022214	0.070269	0.911902	1468	3	1.4214
TJP2	4	0.32778	0.48232	0.997022	9239	2	-0.34121	0.20406	0.38608	0.999997	7245	1	-0.34121
RAB11FIP1	4	0.32782	0.48235	0.997022	9240	2	-0.37073	0.51907	0.66981	0.999997	12421	2	-0.37073
BPIFB6	4	0.32783	0.48236	0.997022	9241	2	-0.20834	0.23749	0.43407	0.999997	8118	1	-0.20834
TRIM49B	4	0.32787	0.48241	0.997022	9242	2	-0.11382	0.42311	0.58902	0.999997	10946	2	-0.11382
DCAF5	3	0.32789	0.46976	0.995688	9243	1	-0.11996	0.096002	0.20884	0.990392	4180	1	-0.11996
C16orf92	4	0.32792	0.48246	0.997022	9244	2	0.0058043	0.35475	0.5317	0.999997	9902	1	0.0058043
AK8	4	0.32794	0.48248	0.997022	9245	2	-0.16627	0.341	0.52022	0.999997	9682	2	-0.16627
TMEM198	4	0.32797	0.48253	0.997022	9246	1	0.18708	0.47819	0.63536	0.999997	11773	2	0.18708
PRSS38	4	0.32809	0.48264	0.997022	9247	1	-0.0042825	0.025321	0.07912	0.912485	1646	1	-0.0042825
MDFI	4	0.32823	0.48278	0.997022	9248	2	-0.3204	0.8658	0.87101	0.999997	16310	1	-0.3204
TPH1	4	0.32824	0.48279	0.997022	9249	1	0.21234	0.10579	0.23381	0.995781	4477	2	0.21234
C17orf96	4	0.32832	0.48286	0.997022	9250	1	1.3798	0.02564	0.079986	0.912485	1665	3	1.3798
LGALS16	4	0.32833	0.48286	0.997022	9251	2	-0.37994	0.96183	0.96175	0.999997	18181	0	-0.37994
KPNA1	4	0.32835	0.48289	0.997022	9252	2	-0.15539	0.32665	0.50827	0.999997	9467	2	-0.15539
SYT7	4	0.32837	0.48291	0.997022	9253	2	-0.15915	0.13946	0.28824	0.999997	5471	1	-0.15915
ATP6V1F	4	0.32839	0.48294	0.997022	9254	2	0.21895	0.25679	0.45084	0.999997	8408	2	0.21895
ZNF2	4	0.32847	0.48302	0.99709	9255	1	0.27386	0.42791	0.59307	0.999997	11027	2	0.27386
ADSS	4	0.32862	0.48316	0.997174	9256	2	-0.23164	0.57326	0.71653	0.999997	13327	1	-0.23164
KLHL17	4	0.32867	0.4832	0.997174	9257	2	-0.67286	0.93047	0.93026	0.999997	17501	0	-0.67286
FBXO16	4	0.32869	0.48322	0.997174	9258	2	-0.52112	0.77615	0.81551	0.999997	15195	1	-0.52112
DXO	4	0.32896	0.48349	0.9975	9259	2	-0.46556	0.60879	0.74601	0.999997	13883	1	-0.46556
SSB	4	0.32898	0.48351	0.9975	9260	2	-0.24949	0.76068	0.80772	0.999997	15041	1	-0.24949
CD7	4	0.32901	0.48354	0.9975	9261	1	-0.13563	0.57399	0.71717	0.999997	13343	1	-0.13563
PPP1R27	4	0.32912	0.48366	0.997645	9262	1	0.42506	0.34645	0.52477	0.999997	9759	2	0.42506
WDR74	4	0.32918	0.48372	0.997653	9263	2	-0.22918	0.51031	0.66232	0.999997	12279	2	-0.22918
DDIT4	4	0.32932	0.48384	0.997701	9264	1	0.17572	0.44685	0.60897	0.999997	11297	2	0.17572
ITCH	4	0.32937	0.48389	0.997701	9265	2	-0.21875	0.12638	0.26725	0.999997	5078	1	-0.21875
GALNT10	3	0.3294	0.47145	0.995693	9266	2	-0.31901	0.86236	0.86238	0.999997	16241	0	-0.31901
F2RL1	4	0.32942	0.48393	0.997701	9267	2	-0.34844	0.01086	0.036267	0.847398	817	1	-0.34844
LARP4	4	0.32953	0.48404	0.997701	9268	2	-0.28971	0.0078766	0.026876	0.839478	604	1	-0.28971
FOLR2	4	0.32955	0.48406	0.997701	9269	2	0.00055053	0.29898	0.48532	0.999997	9042	2	0.00055053
C1orf131	4	0.32962	0.48413	0.997701	9270	2	-0.44558	0.56894	0.71281	0.999997	13260	1	-0.44558
ZMAT1	4	0.32962	0.48413	0.997701	9271	1	-0.083405	0.02028	0.064669	0.900885	1369	1	-0.083405
POC1A	4	0.32966	0.48416	0.997701	9272	1	0.73225	0.081331	0.19259	0.988494	3720	3	0.73225
TDGF1	4	0.32978	0.48426	0.997708	9273	1	0.19967	0.20611	0.38913	0.999997	7306	2	0.19967
STX12	4	0.32989	0.48437	0.997708	9274	1	-0.024655	0.54463	0.69178	0.999997	12836	2	-0.024655
PHB2	4	0.32994	0.48441	0.997708	9275	2	-0.70973	0.80999	0.83409	0.999997	15583	1	-0.70973
NAA35	4	0.33028	0.48474	0.997708	9276	2	0.26671	0.064111	0.16254	0.975167	3178	2	0.26671
KCNK16	4	0.33032	0.48479	0.997708	9277	2	-0.19755	0.035092	0.10574	0.946517	2129	1	-0.19755
NRXN2	4	0.33035	0.4848	0.997708	9278	2	-0.25939	0.5518	0.69801	0.999997	12956	1	-0.25939
KLHL10	4	0.33037	0.48483	0.997708	9279	2	-0.31711	0.91231	0.91211	0.999997	17124	0	-0.31711
CCDC66	4	0.33051	0.48497	0.997708	9280	1	0.58147	0.097806	0.2205	0.993441	4236	3	0.58147
MPC1	4	0.33053	0.48498	0.997708	9281	2	-0.16274	0.84688	0.85722	0.999997	16023	1	-0.16274
SIGLEC1	4	0.33055	0.48501	0.997708	9282	2	0.36673	0.01563	0.050913	0.883616	1099	2	0.36673
H2AFY	4	0.33069	0.48513	0.997708	9283	2	-0.29747	0.90467	0.90436	0.999997	16990	1	-0.29747
CCDC169	4	0.33071	0.48515	0.997708	9284	2	0.23282	0.053058	0.14286	0.970611	2808	2	0.23282
PRDX6	4	0.33073	0.48517	0.997708	9285	2	-0.22099	0.94464	0.94454	0.999997	17802	0	-0.22099
RDH11	4	0.33078	0.4852	0.997708	9286	2	-0.44312	0.58666	0.7281	0.999997	13550	2	-0.44312
RPS19BP1	4	0.33097	0.48539	0.997708	9287	2	-0.41303	0.40178	0.57115	0.999997	10608	1	-0.41303
LOC102723859	4	0.331	0.48543	0.997708	9288	1	-0.2594	0.5535	0.69949	0.999997	12985	1	-0.2594
NPM3	4	0.33112	0.48553	0.997708	9289	2	-0.024996	0.02079	0.066139	0.903261	1393	2	-0.024996
RBCK1	4	0.3312	0.4856	0.997708	9290	1	0.84883	0.11973	0.25654	0.999609	4898	3	0.84883
KRR1	4	0.33126	0.48565	0.997708	9291	2	-0.046785	0.065884	0.16563	0.977205	3236	2	-0.046785
PABPN1L	4	0.3313	0.4857	0.997708	9292	2	-0.089722	0.44729	0.60933	0.999997	11306	2	-0.089722
PI16	4	0.33131	0.48571	0.997708	9293	1	0.24302	0.38543	0.55737	0.999997	10365	2	0.24302
MPLKIP	4	0.33137	0.48576	0.997708	9294	2	-0.075558	0.52031	0.67088	0.999997	12441	2	-0.075558
TSTD1	3	0.3314	0.4738	0.996605	9295	1	0.02625	0.7397	0.75304	0.999997	14842	1	0.02625
ZNF354B	4	0.33169	0.48608	0.997708	9296	2	-0.54857	0.18406	0.35655	0.999997	6697	2	-0.54857
MTF1	4	0.33173	0.48613	0.997708	9297	2	-0.11433	0.018443	0.059304	0.900885	1248	2	-0.11433
RGMA	4	0.33178	0.48617	0.997708	9298	2	-0.19569	0.31818	0.50128	0.999997	9331	2	-0.19569
PINK1	4	0.33185	0.48625	0.997708	9299	2	-0.52389	0.8307	0.84657	0.999997	15824	1	-0.52389
CXorf40B	4	0.33185	0.48625	0.997708	9300	1	0.12783	0.53621	0.6845	0.999997	12696	2	0.12783
SLC14A1	4	0.33189	0.48629	0.997708	9301	2	0.31414	0.21723	0.40531	0.999997	7611	2	0.31414
IL18R1	4	0.33196	0.48635	0.997708	9302	2	0.041642	0.44844	0.6103	0.999997	11320	2	0.041642
PCDHGA11	4	0.33207	0.48647	0.997708	9303	2	-0.021416	0.38442	0.55654	0.999997	10351	2	-0.021416
LRRN1	4	0.33208	0.48647	0.997708	9304	1	0.7081	0.10812	0.23762	0.995936	4551	3	0.7081
OR52E6	4	0.3321	0.48649	0.997708	9305	2	0.19763	0.041531	0.12185	0.953069	2431	2	0.19763
RPP25L	4	0.33221	0.48661	0.997708	9306	2	-0.32161	0.80052	0.82868	0.999997	15476	1	-0.32161
FAM71C	4	0.33227	0.48666	0.997708	9307	2	0.27189	0.19842	0.37785	0.999997	7091	2	0.27189
GALT	4	0.33228	0.48667	0.997708	9308	2	-0.62356	0.59486	0.73532	0.999997	13682	2	-0.62356
SLITRK3	4	0.33238	0.48675	0.997708	9309	1	0.44604	0.14942	0.30377	0.999997	5745	3	0.44604
TKTL2	4	0.33246	0.48682	0.997708	9310	1	0.15821	0.30857	0.49327	0.999997	9179	2	0.15821
CATSPER4	4	0.33248	0.48684	0.997708	9311	2	0.1528	0.34538	0.5239	0.999997	9745	2	0.1528
CAD	4	0.3325	0.48685	0.997708	9312	2	-0.45319	0.96855	0.9685	0.999997	18338	0	-0.45319
RAB18	4	0.33251	0.48686	0.997708	9313	2	-0.41525	0.57086	0.71444	0.999997	13296	2	-0.41525
SPTBN1	4	0.33257	0.48692	0.997708	9314	2	0.38568	0.01358	0.044622	0.872054	969	2	0.38568
LIM2	4	0.33265	0.48699	0.997708	9315	1	0.40789	0.15711	0.3157	0.999997	5941	3	0.40789
GATM	4	0.33273	0.48705	0.997708	9316	2	-0.39464	0.1303	0.2736	0.999997	5192	1	-0.39464
PRKAA2	4	0.33273	0.48706	0.997708	9317	2	-0.265	0.70928	0.78408	0.999997	14603	1	-0.265
TRAPPC4	4	0.33276	0.4871	0.997708	9318	1	0.4315	0.89536	0.8956	0.999997	16817	1	0.4315
BSPRY	4	0.3328	0.48712	0.997708	9319	1	-0.084317	0.74263	0.79897	0.999997	14870	1	-0.084317
CHPF	4	0.33288	0.4872	0.997708	9320	1	-0.036126	0.40216	0.57148	0.999997	10613	2	-0.036126
C2orf83	4	0.33303	0.48733	0.997708	9321	1	0.012371	0.24086	0.43778	0.999997	8181	1	0.012371
WNT4	4	0.33307	0.48737	0.997708	9322	1	0.56473	0.073932	0.17977	0.981086	3499	2	0.56473
SMIM8	4	0.33312	0.48741	0.997708	9323	2	-0.2061	0.70178	0.78093	0.999997	14557	1	-0.2061
ARHGEF26	4	0.33319	0.48747	0.997708	9324	2	-0.2325	0.86054	0.86705	0.999997	16206	1	-0.2325
GALNT3	4	0.33322	0.48751	0.997708	9325	2	-0.23166	0.89007	0.89083	0.999997	16717	1	-0.23166
C19orf84	4	0.33323	0.48752	0.997708	9326	2	-0.26345	0.92961	0.92941	0.999997	17484	0	-0.26345
TEP1	4	0.33334	0.48762	0.997708	9327	2	-0.15312	0.85776	0.86505	0.999997	16161	1	-0.15312
MAS1L	4	0.33341	0.48768	0.997708	9328	2	-0.20001	0.53779	0.68589	0.999997	12724	1	-0.20001
OR2M7	4	0.33348	0.48775	0.997708	9329	2	0.045825	0.0034921	0.012388	0.75268	314	2	0.045825
AKT3	4	0.33357	0.48783	0.997708	9330	2	-0.30972	0.78905	0.82231	0.999997	15345	1	-0.30972
CIZ1	4	0.33362	0.48787	0.997708	9331	2	-0.49892	0.95973	0.95965	0.999997	18136	0	-0.49892
DHPS	4	0.33364	0.48789	0.997708	9332	2	-0.75836	0.80264	0.82987	0.999997	15500	1	-0.75836
ATP2B4	4	0.33372	0.48796	0.997708	9333	1	0.5082	0.15708	0.31565	0.999997	5939	3	0.5082
AGRP	4	0.33376	0.488	0.997708	9334	2	-0.011763	0.11962	0.25636	0.999579	4894	2	-0.011763
AMBP	4	0.33376	0.488	0.997708	9335	2	0.1443	0.46287	0.62246	0.999997	11533	2	0.1443
CD4	4	0.3338	0.48804	0.997708	9336	2	-0.17484	0.58032	0.72266	0.999997	13453	1	-0.17484
MAP3K14	4	0.33385	0.48809	0.997708	9337	2	-0.026463	0.18938	0.36445	0.999997	6842	2	-0.026463
GXYLT1	4	0.33389	0.48813	0.997708	9338	2	0.1798	0.21475	0.40176	0.999997	7559	2	0.1798
OR52D1	4	0.33395	0.48818	0.997708	9339	2	-0.091444	0.76299	0.8089	0.999997	15068	1	-0.091444
UTP14C	4	0.33399	0.48823	0.997708	9340	2	-0.29639	0.43314	0.59751	0.999997	11093	1	-0.29639
EPO	4	0.33403	0.48827	0.997708	9341	1	1.0611	0.028066	0.086621	0.914969	1803	3	1.0611
PRSS2	4	0.33403	0.48827	0.997708	9342	2	0.20328	0.0060215	0.020891	0.823872	480	2	0.20328
SCN5A	4	0.33406	0.4883	0.997708	9343	2	0.63783	0.034694	0.10469	0.943505	2115	2	0.63783
MRPL46	4	0.3341	0.48833	0.997708	9344	2	-0.28728	0.66052	0.76455	0.999997	14216	1	-0.28728
NR1D2	4	0.33414	0.48837	0.997708	9345	1	0.59064	0.19424	0.37164	0.999997	6978	3	0.59064
ADAM30	4	0.33423	0.48845	0.997708	9346	2	-0.53522	0.38187	0.55442	0.999997	10320	1	-0.53522
ATR	4	0.33432	0.48854	0.997708	9347	2	0.021156	0.19837	0.37778	0.999997	7090	2	0.021156
DDX49	4	0.33439	0.48861	0.997708	9348	2	0.48608	0.49721	0.65135	0.999997	12100	2	0.48608
HSPE1	4	0.33439	0.48861	0.997708	9349	2	0.30011	0.20725	0.39078	0.999997	7343	2	0.30011
DEFB112	4	0.33445	0.48865	0.997708	9350	1	0.29011	0.29218	0.4798	0.999997	8928	2	0.29011
ALCAM	4	0.33448	0.4887	0.997708	9351	2	-0.0064723	0.30346	0.48905	0.999997	9113	2	-0.0064723
GALNT2	4	0.33452	0.48873	0.997708	9352	1	0.66953	0.16619	0.32952	0.999997	6199	3	0.66953
OR4S2	4	0.3346	0.48881	0.997708	9353	2	-0.19333	0.85273	0.86132	0.999997	16098	1	-0.19333
KCTD13	4	0.33464	0.48885	0.997708	9354	2	-0.56281	0.44462	0.60705	0.999997	11266	1	-0.56281
BMX	4	0.33471	0.48893	0.997708	9355	1	0.3009	0.33555	0.51565	0.999997	9606	2	0.3009
PHGDH	4	0.33473	0.48895	0.997708	9356	2	0.067064	0.022472	0.071008	0.912256	1484	2	0.067064
SPANXA1	4	0.33475	0.48896	0.997708	9357	1	0.32277	0.18996	0.36533	0.999997	6853	2	0.32277
SH3BP4	4	0.3349	0.4891	0.997708	9358	1	0.029436	0.57139	0.71491	0.999997	13303	1	0.029436
AUH	4	0.33498	0.48917	0.997708	9359	2	0.31146	0.070371	0.17359	0.97762	3388	2	0.31146
CDHR2	4	0.33501	0.4892	0.997708	9360	2	-0.22819	0.94409	0.94399	0.999997	17788	0	-0.22819
PHIP	4	0.33506	0.48925	0.997708	9361	2	0.31943	0.11149	0.24321	0.996875	4646	2	0.31943
TMEM120A	4	0.33512	0.48931	0.997708	9362	2	-0.32758	0.46681	0.62577	0.999997	11607	1	-0.32758
PRKCH	4	0.33521	0.4894	0.997708	9363	2	-0.18642	0.22426	0.41533	0.999997	7786	2	-0.18642
IL23A	4	0.33525	0.48943	0.997708	9364	2	0.126	0.32079	0.5034	0.999997	9364	2	0.126
LYRM9	4	0.33529	0.48947	0.997708	9365	2	0.077985	0.25029	0.44545	0.999997	8320	2	0.077985
MPV17	4	0.33532	0.4895	0.997708	9366	1	1.1323	0.03443	0.10402	0.942742	2103	3	1.1323
LY75-CD302	4	0.33539	0.48957	0.997708	9367	2	-0.093571	0.059271	0.15395	0.973576	3018	2	-0.093571
TCEAL4	4	0.3354	0.48958	0.997708	9368	1	0.52375	0.20788	0.39171	0.999997	7364	3	0.52375
FNIP2	4	0.33544	0.48961	0.997708	9369	2	-0.036375	0.48432	0.6405	0.999997	11883	2	-0.036375
PSMB6	4	0.33548	0.48964	0.997708	9370	1	0.34	0.268	0.45994	0.999997	8575	2	0.34
USP17L11	4	0.33551	0.48967	0.997708	9371	2	-0.5038	0.89871	0.89868	0.999997	16881	1	-0.5038
DEFB108B	4	0.33551	0.48968	0.997708	9372	2	-0.13633	0.43533	0.59927	0.999997	11128	2	-0.13633
PSMC1	4	0.33553	0.48969	0.997708	9373	2	-0.30349	0.078324	0.18739	0.988494	3619	1	-0.30349
VN1R2	4	0.33567	0.48982	0.997792	9374	2	-0.021531	0.48684	0.64264	0.999997	11921	2	-0.021531
RAE1	4	0.33586	0.49001	0.997792	9375	2	-0.58487	0.50961	0.66175	0.999997	12267	1	-0.58487
ZNF469	4	0.3359	0.49005	0.997792	9376	1	1.0896	0.052956	0.14267	0.970611	2804	3	1.0896
ZNF607	4	0.33592	0.49007	0.997792	9377	2	0.3219	0.13273	0.27753	0.999997	5264	2	0.3219
HMHB1	4	0.33593	0.49009	0.997792	9378	1	0.22052	0.37553	0.54908	0.999997	10226	2	0.22052
HTATIP2	4	0.33597	0.49012	0.997792	9379	1	0.56937	0.28532	0.4742	0.999997	8828	2	0.56937
FAM150A	4	0.33601	0.49016	0.997792	9380	2	0.031443	0.32637	0.50807	0.999997	9464	2	0.031443
APOL4	4	0.33605	0.49019	0.997792	9381	1	1.4733	0.00059561	0.0021848	0.515524	81	3	1.4733
DFFB	4	0.33605	0.4902	0.997792	9382	2	-0.22307	0.93203	0.93178	0.999997	17538	0	-0.22307
DCDC2C	4	0.33614	0.49028	0.997848	9383	2	-0.00023371	0.35662	0.53322	0.999997	9932	2	-0.00023371
DDX58	3	0.33629	0.47949	0.997022	9384	1	-0.028861	0.59551	0.66074	0.999997	13696	1	-0.028861
IL1A	4	0.3363	0.49044	0.997935	9385	2	-0.10417	0.49553	0.64993	0.999997	12063	2	-0.10417
PLEKHA1	4	0.33635	0.49048	0.997935	9386	2	-0.17186	0.29548	0.48243	0.999997	8980	2	-0.17186
C2orf49	4	0.33635	0.49048	0.997935	9387	1	0.65069	0.092626	0.21182	0.991519	4079	3	0.65069
CAV2	4	0.33651	0.49064	0.997996	9388	2	0.14108	0.13569	0.28228	0.999997	5353	2	0.14108
