Gene	sgRNA	DMSO|beta	DMSO|z	DMSO|p-value	DMSO|fdr	DMSO|wald-p-value	DMSO|wald-fdr	osi|beta	osi|z	osi|p-value	osi|fdr	osi|wald-p-value	osi|wald-fdr
SLAMF8	4	0.023101	0.064883	0.95291	0.96903	0.94827	0.99926	-1.2469	-3.4814	0	0	0.00049889	0.01403
GPR137	4	-0.59654	-1.5186	0.00015696	0.0014837	0.12887	0.93103	-1.2523	-3.1842	0	0	0.0014515	0.025976
SPHK2	4	0.11772	0.37042	0.36577	0.49751	0.71107	0.99926	-0.26251	-0.82527	0.21352	0.35102	0.40922	0.62974
TCEAL7	4	0.25658	0.73502	0.039031	0.096557	0.46233	0.99926	-0.37824	-1.0824	0.088997	0.18664	0.2791	0.50802
GRIPAP1	4	-0.040213	-0.20911	0.62	0.72597	0.83436	0.99926	-0.28404	-1.4766	0.18187	0.31344	0.13978	0.34863
EMC7	4	-0.78254	-1.3638	0	0	0.17262	0.95782	-1.2713	-2.2018	0	0	0.027682	0.132
RAD18	4	0.035112	0.19991	0.86977	0.91326	0.84155	0.99926	-0.039594	-0.22544	0.77581	0.8552	0.82164	0.91122
CELF4	4	-0.27071	-0.84752	0.025532	0.071638	0.3967	0.99926	-0.16828	-0.52714	0.39769	0.54672	0.5981	0.77208
CDC42SE1	4	-0.10988	-0.34935	0.27777	0.40845	0.72683	0.99926	-0.45195	-1.4357	0.044001	0.10999	0.15108	0.36308
FSTL5	4	0.051421	0.18521	0.75692	0.83255	0.85306	0.99926	-0.33165	-1.1919	0.12813	0.24185	0.23331	0.46106
UGGT1	4	0.38133	0.60058	0.0032439	0.015934	0.54812	0.99926	0.73424	1.1574	0.0030869	0.014854	0.24711	0.475
KCMF1	4	-0.54804	-1.333	0.0002616	0.0022371	0.18252	0.97067	-1.9394	-4.7153	0	0	2.4138e-06	0.00057669
TM9SF3	4	-0.3243	-1.3653	0.010883	0.038256	0.17217	0.95724	0.24702	1.0401	0.32575	0.47487	0.29831	0.52768
MDM1	4	-0.36798	-0.63431	0.0053367	0.022677	0.52588	0.99926	-0.47742	-0.8236	0.034322	0.091492	0.41017	0.63059
LGALS14	4	-0.044347	-0.26673	0.59483	0.70457	0.78968	0.99926	-0.035704	-0.21475	0.78983	0.86446	0.82996	0.91572
C8orf4	4	0.05189	0.20562	0.7542	0.83064	0.83709	0.99926	0.11268	0.44654	0.7012	0.80377	0.65521	0.81018
UBQLN4	4	-0.16815	-0.51813	0.11903	0.21716	0.60437	0.99926	-0.035167	-0.10854	0.7914	0.86528	0.91357	0.9563
AGPAT3	4	-0.46208	-1.521	0.001465	0.0091713	0.12827	0.93103	-0.52824	-1.7389	0.020457	0.061468	0.082049	0.254
AGPAT4	4	0.12623	0.32311	0.32617	0.45781	0.74661	0.99926	0.26241	0.67185	0.29362	0.4428	0.50168	0.70492
DPYSL5	4	-0.28084	-0.9585	0.021713	0.063349	0.33781	0.99926	-0.45815	-1.5635	0.041385	0.10514	0.11793	0.31644
WRNIP1	4	-0.17456	-0.59886	0.10888	0.2039	0.54927	0.99926	0.051179	0.17576	0.90378	0.93993	0.86048	0.93207
BDH2	4	-0.14945	-0.82123	0.15879	0.26928	0.41151	0.99926	0.032889	0.18074	0.96704	0.98037	0.85657	0.92955
ANKS1B	4	-0.018731	-0.06959	0.7577	0.83311	0.94452	0.99926	-0.54127	-2.0105	0.017684	0.055121	0.044383	0.17552
TMEM167B	4	0.079863	0.343	0.57678	0.68922	0.73159	0.99926	-0.43643	-1.8743	0.052006	0.12541	0.060885	0.21166
NDUFA4L2	4	-0.1668	-0.3867	0.12175	0.22095	0.69898	0.99926	-0.65311	-1.5081	0.0058599	0.024232	0.13154	0.33669
PNO1	4	-0.51585	-1.2447	0.00068017	0.0051917	0.21326	0.98461	-0.57236	-1.3817	0.013185	0.044405	0.16706	0.38462
PAPOLB	4	0.021748	0.10084	0.96338	0.97635	0.91968	0.99926	-0.42667	-1.9781	0.056872	0.13416	0.047916	0.18408
SH3GLB2	4	-0.025216	-0.13111	0.71553	0.80174	0.89569	0.99926	0.17685	0.91958	0.50264	0.63987	0.35779	0.58462
C15orf39	4	-0.055526	-0.23568	0.53042	0.65016	0.81368	0.99926	-0.76556	-3.2481	0.0015173	0.0085672	0.0011617	0.023042
THAP10	4	-0.26016	-0.79739	0.030346	0.081198	0.42522	0.99926	-0.11937	-0.36692	0.52718	0.66163	0.71368	0.84808
SPIRE1	4	-0.36956	-1.6066	0.0052844	0.022585	0.10815	0.90663	-0.037898	-0.16479	0.78141	0.85823	0.86911	0.93561
STARD7	4	-0.37321	-1.2479	0.0049704	0.021532	0.21208	0.98346	-1.0352	-3.4599	0	0	0.00054048	0.014632
MAP3K7CL	4	0.082322	0.45606	0.56124	0.67584	0.64835	0.99926	-0.35124	-1.9437	0.10993	0.21697	0.051937	0.19309
IFT46	4	0.041281	0.2043	0.82703	0.88465	0.83812	0.99926	0.09697	0.47998	0.75038	0.83788	0.63124	0.79338
C1GALT1	4	-0.67561	-1.6815	5.232e-05	0.00061387	0.092674	0.88361	0.26666	0.66555	0.28556	0.43435	0.5057	0.70765
OTOR	4	-0.23347	-1.3179	0.044577	0.10567	0.18753	0.97313	-0.34855	-1.9676	0.11186	0.2196	0.049112	0.1868
EXOSC5	4	-0.51586	-1.6346	0.00068017	0.0051917	0.10213	0.90042	-0.6538	-2.0719	0.0058076	0.024083	0.038277	0.16118
SMARCAD1	4	-0.054842	-0.23599	0.5344	0.65349	0.81344	0.99926	-0.44165	-1.9001	0.049914	0.12168	0.057425	0.20484
MEIS3	4	0.0077226	0.022553	0.9358	0.95719	0.98201	0.99926	-0.76052	-2.2199	0.0016219	0.008847	0.026426	0.12862
C2orf83	4	-0.027506	-0.095225	0.69979	0.78997	0.92414	0.99926	-0.10036	-0.34747	0.58311	0.70888	0.72824	0.85791
DHX33	4	-1.4838	-3.3825	0	0	0.00071824	0.27456	-1.9009	-4.3063	0	0	1.6599e-05	0.0020468
SEMA3G	4	-0.33034	-1.0877	0.010098	0.036595	0.27673	0.99926	0.016138	0.053252	0.97332	0.98361	0.95753	0.97978
MCCC1	4	-0.28791	-0.86141	0.019672	0.059082	0.38901	0.99926	-0.011804	-0.035344	0.87197	0.91895	0.97181	0.98651
NMUR2	4	-0.28019	-0.99747	0.021818	0.063528	0.31854	0.99926	0.0045234	0.016132	0.93183	0.95763	0.98713	0.99389
PAK6	4	-0.10783	-0.27526	0.28473	0.4159	0.78312	0.99926	-0.66866	-1.7024	0.0045519	0.019603	0.08868	0.26707
LXN	4	-0.080024	-0.44276	0.40234	0.53369	0.65794	0.99926	-0.24656	-1.3642	0.24036	0.38213	0.17252	0.39101
NCLN	4	-0.53837	-1.5733	0.00031392	0.0026608	0.11564	0.91931	-0.96654	-2.8157	5.232e-05	0.00043422	0.0048674	0.049415
GPR108	4	-0.1714	-0.7808	0.11369	0.21009	0.43492	0.99926	-0.25937	-1.1818	0.21839	0.35642	0.23727	0.46479
SPPL2B	4	-0.57977	-1.8008	0.00015696	0.0014837	0.071742	0.83844	-0.35824	-1.1193	0.10386	0.20829	0.263	0.49122
FEM1C	4	0.034707	0.10709	0.8725	0.91511	0.91471	0.99926	-0.48799	-1.5043	0.03066	0.083714	0.1325	0.33803
DUS3L	4	-0.0081883	-0.026555	0.82823	0.885	0.97881	0.99926	-0.044195	-0.14336	0.75969	0.84329	0.88601	0.94303
CA10	4	-0.01128	-0.046907	0.80631	0.86867	0.96259	0.99926	0.16339	0.68091	0.54298	0.6757	0.49593	0.70048
SMCO4	4	-0.054026	-0.17961	0.5388	0.65701	0.85746	0.99926	0.15278	0.50818	0.57584	0.70303	0.61133	0.7815
CCDC177	4	-0.16529	-0.46726	0.12457	0.22481	0.64032	0.99926	-0.59651	-1.6859	0.010307	0.036995	0.091822	0.27268
PMEPA1	4	-0.30443	-1.0636	0.015278	0.049067	0.2875	0.99926	-0.43598	-1.5233	0.05232	0.12602	0.12767	0.33133
ARNTL2	4	0.086645	0.29192	0.53681	0.65538	0.77035	0.99926	-0.26496	-0.8917	0.20918	0.34555	0.37255	0.59707
DUSP22	4	-0.0016312	-0.0044203	0.87197	0.91476	0.99647	0.99999	-0.71312	-1.9296	0.0026683	0.013033	0.053662	0.19704
HMCES	4	-0.17726	-0.73542	0.10448	0.19753	0.46208	0.99926	0.24783	1.029	0.32371	0.4732	0.3035	0.5329
CMC2	4	0.058967	0.3037	0.70753	0.79585	0.76136	0.99926	-0.068485	-0.35272	0.68357	0.79	0.7243	0.85492
ENY2	4	-0.061533	-0.18956	0.49788	0.62212	0.84965	0.99926	-0.60756	-1.8696	0.0092084	0.034175	0.061545	0.21287
OLFML3	4	-0.53501	-1.06	0.00036624	0.0030211	0.28913	0.99926	0.38144	0.75786	0.11824	0.22881	0.44854	0.662
MRPS22	4	-0.93757	-2.369	0	0	0.017837	0.61984	-1.141	-2.8823	0	0	0.0039474	0.044292
C11orf30	4	-0.59445	-1.5666	0.00015696	0.0014837	0.11721	0.91999	-0.87536	-2.3051	0.00020928	0.0015842	0.02116	0.114
MFF	4	-0.36158	-0.9667	0.0061738	0.025508	0.33369	0.99926	-0.41759	-1.1176	0.061738	0.14224	0.26373	0.49189
SDR39U1	4	0.13058	0.33006	0.30869	0.44056	0.74135	0.99926	-0.20652	-0.5204	0.31518	0.46428	0.60279	0.77518
XAB2	4	-0.4967	-1.1775	0.00088945	0.0063886	0.23899	0.99128	-1.1209	-2.644	0	0	0.0081927	0.065682
SMYD2	4	-0.014967	-0.072895	0.78125	0.85024	0.94189	0.99926	-0.23843	-1.1612	0.2547	0.39934	0.24555	0.47309
C5orf15	4	-0.20318	-0.91737	0.069848	0.14573	0.35895	0.99926	-0.19001	-0.85805	0.35117	0.50131	0.39087	0.61406
PRTFDC1	4	-0.33578	-1.3313	0.009313	0.034543	0.1831	0.97067	0.037076	0.14704	0.95244	0.97099	0.8831	0.94231
NT5M	4	-0.26904	-1.09	0.026056	0.07268	0.27573	0.99926	-0.094504	-0.38288	0.60216	0.72489	0.70181	0.84051
NIT2	4	-0.16526	-0.45158	0.12468	0.22496	0.65157	0.99926	-1.3019	-3.5258	0	0	0.00042221	0.012629
MEPE	4	-0.47609	-1.4273	0.0012557	0.0083478	0.15349	0.94609	-0.93245	-2.7884	5.232e-05	0.00043422	0.005297	0.051733
LHX9	4	-0.13969	-0.65241	0.18333	0.29962	0.51414	0.99926	-0.31603	-1.476	0.14372	0.2637	0.13994	0.34873
OTUD7B	4	-0.19197	-0.67618	0.083765	0.16719	0.49893	0.99926	-0.19166	-0.67539	0.34678	0.49681	0.49943	0.70367
SHD	4	-0.24251	-0.80649	0.039554	0.097536	0.41996	0.99926	0.0028225	0.0093899	0.92502	0.95361	0.99251	0.99631
RGMA	4	-0.028214	-0.083712	0.69487	0.78623	0.93329	0.99926	-0.17641	-0.52342	0.37932	0.52889	0.60068	0.77406
WDR93	4	-0.28052	-0.86063	0.021818	0.063528	0.38944	0.99926	0.031639	0.097358	0.97164	0.98254	0.92244	0.96109
PARP6	4	-0.026811	-0.14886	0.70476	0.79361	0.88167	0.99926	-0.5465	-3.0336	0.016638	0.052632	0.0024162	0.033974
C14orf132	4	-0.070309	-0.21532	0.4499	0.57851	0.82952	0.99926	-0.23691	-0.72553	0.2571	0.40226	0.46812	0.67835
ATXN7L3	4	-0.88698	-1.677	0	0	0.093536	0.88459	-0.83218	-1.5788	0.00068017	0.0044983	0.11439	0.31083
CEACAM19	4	-0.22019	-0.73339	0.053838	0.12087	0.46332	0.99926	-0.73172	-2.4305	0.0020928	0.010658	0.015079	0.094003
FAM20C	4	-0.40317	-1.1468	0.0032439	0.015934	0.25146	0.99419	-0.89415	-2.5417	0.00015696	0.0012443	0.011033	0.078216
STOX2	4	0.15885	0.47846	0.2052	0.32572	0.63232	0.99926	-0.26934	-0.81055	0.20264	0.33805	0.41762	0.63744
PRDM8	4	-0.1027	-0.47277	0.30545	0.43724	0.63638	0.99926	-0.16463	-0.75794	0.40632	0.55456	0.44849	0.66198
PRDM9	4	-0.30631	-1.1706	0.014754	0.04778	0.24175	0.99128	0.10568	0.40425	0.72307	0.81921	0.68603	0.83135
PRDM10	4	-0.49451	-1.501	0.00088945	0.0063886	0.13335	0.93325	-0.57974	-1.7607	0.012295	0.042233	0.078292	0.24713
PRDM11	4	-0.00038507	-0.00091245	0.88128	0.92084	0.99927	0.99999	-0.50575	-1.1974	0.026056	0.074096	0.23115	0.45857
POGLUT1	4	-0.46964	-1.2159	0.0013603	0.008719	0.22401	0.98834	-1.6961	-4.3756	0	0	1.2108e-05	0.0016413
PSMG2	4	-1.0227	-2.5153	0	0	0.011892	0.56259	-1.0528	-2.5913	0	0	0.0095609	0.07169
ADPRM	4	-0.33128	-1.2318	0.0098886	0.036021	0.21802	0.98571	-0.51421	-1.9119	0.023858	0.069438	0.055892	0.20182
DTWD1	4	0.24004	0.76912	0.052739	0.11913	0.44182	0.99926	-0.54329	-1.7359	0.017213	0.05389	0.082587	0.25472
BBX	4	0.28527	0.9662	0.022969	0.066005	0.33394	0.99926	-0.22624	-0.76568	0.27578	0.42325	0.44387	0.65846
CDC42SE2	4	-0.24767	-0.80362	0.036153	0.091378	0.42161	0.99926	-0.52903	-1.716	0.020143	0.060706	0.086156	0.26204
KIF15	4	-0.89988	-2.8625	0	0	0.0042031	0.44337	-0.41209	-1.3155	0.064825	0.14699	0.18836	0.41017
TOMM22	4	-1.1365	-2.1449	0	0	0.031957	0.72404	-1.5197	-2.8542	0	0	0.0043147	0.0462
CHPT1	4	-0.084282	-0.31236	0.38351	0.5158	0.75477	0.99926	-0.095061	-0.35235	0.60038	0.72347	0.72458	0.85513
TULP4	4	0.16187	0.50597	0.19584	0.31388	0.61288	0.99926	-0.29752	-0.92987	0.1647	0.291	0.35244	0.5803
SLC12A9	4	-0.17751	-0.60142	0.10427	0.19731	0.54756	0.99926	-0.71555	-2.4215	0.002616	0.012801	0.015458	0.09552
ADCK3	4	-0.092965	-0.33703	0.34406	0.47559	0.73609	0.99926	-0.076765	-0.27858	0.65835	0.77021	0.78057	0.89032
CTNNBIP1	4	0.20369	0.61948	0.099147	0.18978	0.5356	0.99926	-0.076633	-0.23281	0.65882	0.77044	0.81591	0.90827
ADAMTS9	4	0.38914	1.2225	0.002773	0.014156	0.22151	0.98632	-0.62904	-1.9746	0.0077957	0.030285	0.048318	0.18485
SDHAF3	4	-0.2583	-0.67823	0.030974	0.082063	0.49763	0.99926	-0.70822	-1.8458	0.0030869	0.014854	0.064928	0.2198
YAE1D1	4	-0.6753	-1.4943	5.232e-05	0.00061387	0.1351	0.9349	-1.2213	-2.6806	0	0	0.00735	0.061695
CCDC47	4	-0.098923	-0.26231	0.3191	0.45101	0.79309	0.99926	-1.8667	-4.8642	0	0	1.149e-06	0.00040872
ACKR3	4	0.14449	0.62774	0.25407	0.38262	0.53017	0.99926	0.22146	0.96246	0.38492	0.53432	0.33582	0.56461
CABP4	4	-0.0012977	-0.0029788	0.87427	0.91632	0.99762	0.99999	-0.59722	-1.3647	0.010255	0.036995	0.17233	0.39077
AKR1B10	4	0.027557	0.092401	0.92005	0.94696	0.92638	0.99926	-0.40997	-1.3733	0.06629	0.14962	0.16967	0.3873
COQ9	4	-0.32713	-1.1235	0.010516	0.037563	0.26122	0.99926	-0.17986	-0.61788	0.3721	0.52191	0.53666	0.73013
CCNL1	4	-0.73653	-1.5178	5.232e-05	0.00061387	0.12906	0.93103	0.24285	0.50979	0.33417	0.48364	0.6102	0.78059
CIAPIN1	4	-0.51881	-1.6805	0.00062784	0.004916	0.092866	0.88361	-0.58564	-1.8972	0.011824	0.041173	0.057804	0.20566
C16orf62	4	-0.37748	-1.0715	0.0046042	0.020333	0.28397	0.99926	-1.1711	-3.3196	0	0	0.00090157	0.019852
PDXP	4	0.091558	0.15612	0.50808	0.63079	0.87594	0.99926	-0.12931	-0.22025	0.49804	0.63557	0.82568	0.91293
SLC17A7	4	-0.30174	-0.93816	0.015853	0.050399	0.34816	0.99926	-0.96714	-3.0049	5.232e-05	0.00043422	0.0026564	0.035906
RSRP1	4	-0.044859	-0.21124	0.59159	0.70186	0.8327	0.99926	0.14144	0.66604	0.61063	0.7314	0.50539	0.70745
ANKMY2	4	0.30851	0.66851	0.013656	0.045257	0.5038	0.99926	-0.55046	-1.1772	0.015696	0.050218	0.2391	0.46675
RARS2	4	-0.55799	-1.6107	0.0002616	0.0022371	0.10725	0.90663	-0.80581	-2.3258	0.0010987	0.0065359	0.02003	0.1102
TWSG1	4	0.19594	0.42712	0.11406	0.21051	0.66929	0.99926	0.21677	0.47312	0.39617	0.54506	0.63613	0.797
PLSCR2	4	-0.16803	-0.41653	0.11929	0.21756	0.67702	0.99926	-0.085673	-0.21321	0.63009	0.74746	0.83116	0.91625
PLSCR3	4	-0.1629	-0.6121	0.12934	0.23131	0.54047	0.99926	-0.26808	-1.0074	0.20421	0.33966	0.31375	0.54293
UTP3	4	-0.55122	-0.97481	0.0002616	0.0022371	0.32965	0.99926	-1.5777	-2.7357	0	0	0.0062249	0.056387
CHRNA10	4	-0.11751	-0.53824	0.24946	0.37748	0.59041	0.99926	-0.21031	-0.96357	0.30728	0.45644	0.33526	0.56422
DAZ3	4	-0.096399	-0.21466	0.33004	0.46172	0.83003	0.99926	0.2268	0.50543	0.37184	0.52165	0.61326	0.78283
DAZ2	4	-0.24266	-0.55957	0.039345	0.09712	0.57577	0.99926	0.050538	0.11674	0.9065	0.94194	0.90707	0.95357
TBX20	4	-0.27579	-1.7924	0.02344	0.067076	0.073069	0.83878	-0.069075	-0.44936	0.68226	0.78896	0.65317	0.80913
PCBP4	4	-0.13532	-0.62942	0.19505	0.31294	0.52907	0.99926	-0.097138	-0.45201	0.59321	0.71737	0.65127	0.80787
DDX24	4	-0.32414	-0.88379	0.010883	0.038256	0.37681	0.99926	-0.36163	-0.9877	0.10119	0.20442	0.3233	0.55211
CASC5	4	-0.00039059	-0.0011098	0.88128	0.92084	0.99911	0.99999	-0.91124	-2.5785	5.232e-05	0.00043422	0.0099224	0.073281
SLC17A6	4	-0.10827	-0.56846	0.28332	0.41434	0.56973	0.99926	-0.3907	-2.0508	0.079004	0.1712	0.040283	0.16555
AGTRAP	4	-0.10754	-0.30603	0.28624	0.41744	0.75958	0.99926	-0.078621	-0.22389	0.65244	0.76583	0.82284	0.91173
PLSCR4	4	-0.34748	-1.4813	0.0081097	0.031388	0.13853	0.93523	0.093818	0.40014	0.76184	0.84475	0.68905	0.83327
ENTPD7	4	-0.2467	-0.8337	0.036781	0.092439	0.40445	0.99926	-0.01106	-0.03741	0.87464	0.92054	0.97016	0.98592
CASS4	4	-0.54978	-2.3087	0.0002616	0.0022371	0.02096	0.64517	-0.12015	-0.50494	0.52493	0.65944	0.6136	0.78288
PCNP	4	-0.20313	-0.56563	0.070005	0.14602	0.57165	0.99926	-0.76399	-2.1196	0.0016219	0.008847	0.034036	0.14993
TRIM49	4	-0.36186	-0.76761	0.0061215	0.025308	0.44272	0.99926	-0.98661	-2.0734	5.232e-05	0.00043422	0.038132	0.16081
CPA6	4	0.012183	0.040537	0.96913	0.98062	0.96766	0.99926	-0.87912	-2.9237	0.00020928	0.0015842	0.0034591	0.041529
PITHD1	4	-0.24975	-0.86348	0.035212	0.089602	0.38788	0.99926	-0.34665	-1.1988	0.11422	0.22344	0.23061	0.45798
RPGRIP1	4	-0.2382	-0.74241	0.042013	0.10162	0.45784	0.99926	-1.1124	-3.4543	0	0	0.00055178	0.014791
PARP11	4	-0.026284	-0.067736	0.70852	0.79659	0.946	0.99926	0.3864	0.99936	0.11343	0.22236	0.31762	0.54683
AVEN	4	-0.14324	-0.37723	0.17454	0.28923	0.706	0.99926	-0.0026625	-0.0070264	0.90478	0.94071	0.99439	0.99734
ANO2	4	-0.41592	-1.4366	0.0025637	0.013348	0.15083	0.94455	-0.55175	-1.9061	0.015382	0.049296	0.056637	0.2034
C12orf4	4	-0.1663	-0.52579	0.12274	0.22226	0.59904	0.99926	0.17634	0.55864	0.504	0.64126	0.57641	0.75779
TIGAR	4	0.18711	0.3786	0.13263	0.23551	0.70499	0.99926	-0.84907	-1.6956	0.00047088	0.0032799	0.08997	0.26919
PNPLA2	4	0.10338	0.28146	0.43986	0.56896	0.77836	0.99926	0.28162	0.76716	0.25742	0.40262	0.44299	0.65767
CYSLTR2	4	-0.064059	-0.40451	0.48511	0.61056	0.68584	0.99926	0.049326	0.31151	0.91142	0.94556	0.75541	0.87441
NAT14	4	-0.24446	-0.80941	0.038037	0.094711	0.41828	0.99926	-0.59223	-1.9578	0.010778	0.03824	0.050252	0.18944
PDSS2	4	-0.33079	-0.77189	0.0099932	0.036284	0.44018	0.99926	-0.99406	-2.3045	5.232e-05	0.00043422	0.021196	0.11402
REXO4	4	0.14588	0.51993	0.24805	0.37576	0.60311	0.99926	0.035699	0.12724	0.95689	0.97365	0.89875	0.94977
HRASLS	4	-0.86491	-2.2035	0	0	0.027559	0.68651	-0.63819	-1.6318	0.0071156	0.028298	0.10272	0.29106
RAB25	4	0.13395	0.3204	0.29467	0.42606	0.74866	0.99926	0.66443	1.5934	0.0058599	0.024232	0.11106	0.3051
TRPC7	4	0.22759	0.82022	0.065505	0.1389	0.41209	0.99926	0.16466	0.59344	0.53853	0.67187	0.55288	0.74188
PGLYRP4	4	-0.034245	-0.12393	0.65887	0.75775	0.90137	0.99926	-0.21872	-0.7913	0.29106	0.44028	0.42877	0.64655
ZNF695	4	-0.33784	-1.0794	0.0088421	0.033124	0.28039	0.99926	-0.073998	-0.23654	0.66693	0.77721	0.81301	0.90734
INTS12	4	-0.61682	-1.8179	0.00010464	0.0011105	0.069081	0.83514	-0.84913	-2.5003	0.00047088	0.0032799	0.01241	0.083566
CAMK1D	4	0.54948	1.0389	5.232e-05	0.00061387	0.29885	0.99926	0.52171	0.98667	0.029299	0.08103	0.32381	0.55281
EPPIN	4	0.041554	0.11776	0.82483	0.88306	0.90626	0.99926	0.024473	0.069446	0.9966	0.99785	0.94463	0.97433
GOPC	4	0.29603	0.64906	0.017423	0.05398	0.5163	0.99926	-0.020667	-0.045309	0.84241	0.8994	0.96386	0.9831
LPAR5	4	-0.21399	-0.87823	0.058756	0.12837	0.37982	0.99926	-0.74633	-3.0615	0.0017789	0.0094313	0.0022024	0.032331
NUP107	4	0.0088197	0.02135	0.94365	0.96284	0.98297	0.99926	-1.2902	-3.0602	0	0	0.0022122	0.032399
CD248	4	-0.07071	-0.2573	0.44797	0.57688	0.79694	0.99926	-0.38573	-1.4035	0.082928	0.17719	0.16046	0.37589
PLXDC1	4	-0.53089	-1.1952	0.00036624	0.0030211	0.23199	0.98834	0.067354	0.15317	0.84932	0.90364	0.87827	0.9397
CD177	4	0.069449	0.35005	0.64234	0.74406	0.7263	0.99926	-0.47807	-2.409	0.034008	0.090731	0.015997	0.097468
RHBG	4	0.061227	0.15389	0.69377	0.78527	0.87769	0.99926	-0.9408	-2.3218	5.232e-05	0.00043422	0.020246	0.11085
LYRM4	4	-1.2571	-1.8017	0	0	0.071589	0.83844	-1.4808	-2.1192	0	0	0.034074	0.15002
MRPL47	4	-0.23217	-0.97617	0.045257	0.10667	0.32898	0.99926	-0.75839	-3.1822	0.0016219	0.008847	0.0014614	0.026057
ATP13A1	4	-0.31914	-0.72123	0.011772	0.040497	0.47077	0.99926	-0.015923	-0.036067	0.85858	0.9104	0.97123	0.98641
CHMP1B	4	-0.57382	-1.4923	0.00015696	0.0014837	0.13562	0.93523	-0.67584	-1.7587	0.0041856	0.018344	0.078626	0.2477
MAN1C1	4	-0.15902	-0.78044	0.13692	0.2412	0.43513	0.99926	-0.38544	-1.8916	0.083137	0.17752	0.05854	0.20689
DAZ4	4	-0.20561	-0.48634	0.067598	0.14231	0.62672	0.99926	0.3412	0.8074	0.16319	0.28906	0.41943	0.63903
APMAP	4	-0.018485	-0.064244	0.7598	0.83484	0.94878	0.99926	0.4585	1.5941	0.056035	0.13273	0.11092	0.30481
RGL3	4	-0.16133	-0.44426	0.13263	0.23551	0.65685	0.99926	-0.16059	-0.44304	0.4172	0.56492	0.65774	0.81142
RNPEPL1	4	0.057228	0.17193	0.7192	0.80426	0.8635	0.99926	0.006997	0.021028	0.93962	0.96212	0.98322	0.99197
RTN4	4	-0.19759	-0.55729	0.076179	0.15544	0.57733	0.99926	0.2247	0.63807	0.37728	0.527	0.52343	0.7214
ADCK1	4	-0.10192	-0.31934	0.30811	0.43997	0.74947	0.99926	-0.023438	-0.073461	0.83278	0.89241	0.94144	0.97237
PAK7	4	-0.098189	-0.62316	0.32182	0.45355	0.53318	0.99926	0.059766	0.37932	0.87543	0.92101	0.70445	0.84214
TMEM159	4	-0.54992	-1.3618	0.0002616	0.0022371	0.17328	0.95856	-0.68273	-1.6914	0.0041333	0.018344	0.090755	0.27069
SCYL3	4	-0.35635	-1.0095	0.0070109	0.028216	0.31273	0.99926	-1.2091	-3.4194	0	0	0.00062767	0.016056
RALGAPB	4	-0.22848	-0.78451	0.047925	0.11119	0.43274	0.99926	-0.82455	-2.8287	0.00078481	0.0050319	0.0046741	0.048251
LYRM1	4	-0.088307	-0.46807	0.36493	0.49669	0.63973	0.99926	0.29208	1.5483	0.23827	0.37963	0.12154	0.32223
SMIM8	4	-0.083928	-0.41894	0.38508	0.51729	0.67526	0.99926	-0.38702	-1.9319	0.081724	0.17525	0.05337	0.19631
LYZL6	4	-0.14734	-0.53001	0.16455	0.27673	0.5961	0.99926	-0.40325	-1.4499	0.070319	0.15661	0.14708	0.3576
SLURP1	4	-0.54616	-1.6844	0.0002616	0.0022371	0.09211	0.88361	-0.28496	-0.87917	0.18024	0.31148	0.37931	0.60399
SLC44A2	4	-0.20951	-0.47633	0.062889	0.13465	0.63384	0.99926	-0.40227	-0.91418	0.070999	0.15775	0.36062	0.58699
SMURF1	4	-0.45647	-1.4008	0.0015173	0.0093368	0.16127	0.94914	-1.1097	-3.3937	0	0	0.00068954	0.017049
TMEM63C	4	-0.024165	-0.094842	0.72254	0.80642	0.92444	0.99926	-0.046501	-0.18252	0.75211	0.83898	0.85518	0.9288
PHTF2	4	0.28819	0.78941	0.021451	0.062912	0.42987	0.99926	0.20144	0.55186	0.43583	0.58142	0.58104	0.76086
JPH2	4	0.06442	0.30005	0.67237	0.76768	0.76414	0.99926	0.10847	0.50534	0.7148	0.81341	0.61332	0.78283
TRIM54	4	-0.13899	-0.66343	0.18448	0.30072	0.50706	0.99926	0.050303	0.24013	0.9075	0.94256	0.81023	0.90603
PELI2	4	0.055471	0.14259	0.73107	0.8129	0.88661	0.99926	-0.69692	-1.7886	0.0035055	0.016203	0.073683	0.23789
PELI1	4	-0.16318	-0.40893	0.12881	0.23068	0.68259	0.99926	-0.49315	-1.2359	0.029352	0.081128	0.21651	0.44249
GJC2	4	0.047009	0.19418	0.78868	0.8558	0.84603	0.99926	-0.41999	-1.7337	0.06043	0.14022	0.082963	0.25551
SALL4	4	-0.19288	-0.54255	0.082091	0.16443	0.58744	0.99926	-0.30259	-0.85166	0.1579	0.28232	0.3944	0.61723
ASPHD2	4	-0.23633	-1.0249	0.043112	0.10343	0.30542	0.99926	-0.32292	-1.4005	0.13671	0.25379	0.16136	0.37689
ZNFX1	4	-0.21614	-1.0078	0.057029	0.12566	0.31353	0.99926	0.058664	0.2737	0.87851	0.92289	0.78431	0.89225
DOLPP1	4	-0.10683	-0.22047	0.28912	0.42052	0.8255	0.99926	0.63399	1.3103	0.0084759	0.031984	0.19011	0.41248
CAMK1G	4	0.0072532	0.027031	0.93371	0.95592	0.97844	0.99926	-0.87612	-3.2557	0.00020928	0.0015842	0.0011311	0.022708
